"activity","subjectid","signaldomain","accelerationtype","method","measure","dimension","isjerk","ismagnitude","avg"
"walkingdownstairs","16","t","body","gyro","std","NA",FALSE,TRUE,-0.422315316808511
"walkingdownstairs","16","t","body","gyro","std","NA",TRUE,TRUE,-0.595822214468085
"walkingdownstairs","16","t","gravity","acc","mean","x",FALSE,FALSE,0.917818427021277
"walkingdownstairs","16","t","gravity","acc","mean","y",FALSE,FALSE,-0.0584832676382979
"walkingdownstairs","16","t","gravity","acc","mean","z",FALSE,FALSE,-0.225382496382979
"walkingdownstairs","16","t","gravity","acc","mean","NA",FALSE,TRUE,0.191079793587447
"walkingdownstairs","16","t","gravity","acc","std","x",FALSE,FALSE,-0.957785118085106
"walkingdownstairs","16","t","gravity","acc","std","y",FALSE,FALSE,-0.955487793617021
"walkingdownstairs","16","t","gravity","acc","std","z",FALSE,FALSE,-0.910588943191489
"walkingdownstairs","16","t","gravity","acc","std","NA",FALSE,TRUE,0.119183740638298
"walkingdownstairs","17","f","body","acc","mean","x",FALSE,FALSE,-0.0226239171245652
"walkingdownstairs","17","f","body","acc","mean","x",TRUE,FALSE,-0.215092049054348
"walkingdownstairs","17","f","body","acc","mean","y",FALSE,FALSE,-0.130272514565217
"walkingdownstairs","17","f","body","acc","mean","y",TRUE,FALSE,-0.351268404347826
"walkingdownstairs","17","f","body","acc","mean","z",FALSE,FALSE,-0.3180818605
"walkingdownstairs","17","f","body","acc","mean","z",TRUE,FALSE,-0.498668458043478
"walkingdownstairs","17","f","body","acc","mean","NA",FALSE,TRUE,0.0580680522108696
"walkingdownstairs","17","f","body","acc","mean","NA",TRUE,TRUE,-0.188680399771739
"walkingdownstairs","17","f","body","acc","std","x",FALSE,FALSE,0.258941676302174
"walkingdownstairs","17","f","body","acc","std","x",TRUE,FALSE,-0.0718767032673913
"walkingdownstairs","17","f","body","acc","std","y",FALSE,FALSE,-0.0860527358695652
"walkingdownstairs","17","f","body","acc","std","y",TRUE,FALSE,-0.298931144913043
"walkingdownstairs","17","f","body","acc","std","z",FALSE,FALSE,-0.245413541641304
"walkingdownstairs","17","f","body","acc","std","z",TRUE,FALSE,-0.573043711086957
"walkingdownstairs","17","f","body","acc","std","NA",FALSE,TRUE,-0.0618876767130435
"walkingdownstairs","17","f","body","acc","std","NA",TRUE,TRUE,-0.236538515947826
"walkingdownstairs","17","f","body","gyro","mean","x",FALSE,FALSE,-0.316412962967391
"walkingdownstairs","17","f","body","gyro","mean","y",FALSE,FALSE,-0.451126869347826
"walkingdownstairs","17","f","body","gyro","mean","z",FALSE,FALSE,-0.403380386086957
"walkingdownstairs","17","f","body","gyro","mean","NA",FALSE,TRUE,-0.40943875826087
"walkingdownstairs","17","f","body","gyro","mean","NA",TRUE,TRUE,-0.57734888
"walkingdownstairs","17","f","body","gyro","std","x",FALSE,FALSE,-0.393194731747826
"walkingdownstairs","17","f","body","gyro","std","y",FALSE,FALSE,-0.469390428043478
"walkingdownstairs","17","f","body","gyro","std","z",FALSE,FALSE,-0.540949520217391
"walkingdownstairs","17","f","body","gyro","std","NA",FALSE,TRUE,-0.428868687826087
"walkingdownstairs","17","f","body","gyro","std","NA",TRUE,TRUE,-0.643399203913044
"walkingdownstairs","17","t","body","acc","mean","x",FALSE,FALSE,0.29391828326087
"walkingdownstairs","17","t","body","acc","mean","x",TRUE,FALSE,0.118250858006522
"walkingdownstairs","17","t","body","acc","mean","y",FALSE,FALSE,-0.0167359404347826
"walkingdownstairs","17","t","body","acc","mean","y",TRUE,FALSE,-0.0113826178208696
"walkingdownstairs","17","t","body","acc","mean","z",FALSE,FALSE,-0.0892432745173913
"walkingdownstairs","17","t","body","acc","mean","z",TRUE,FALSE,-0.00939838078195652
"walkingdownstairs","17","t","body","acc","mean","NA",FALSE,TRUE,0.148951103536087
"walkingdownstairs","17","t","body","acc","mean","NA",TRUE,TRUE,-0.221631694184783
"walkingdownstairs","17","t","body","acc","std","x",FALSE,FALSE,0.187719760269565
"walkingdownstairs","17","t","body","acc","std","x",TRUE,FALSE,-0.103436471413043
"walkingdownstairs","17","t","body","acc","std","y",FALSE,FALSE,-0.0607892037384783
"walkingdownstairs","17","t","body","acc","std","y",TRUE,FALSE,-0.304063534173913
"walkingdownstairs","17","t","body","acc","std","z",FALSE,FALSE,-0.231064156615217
"walkingdownstairs","17","t","body","acc","std","z",TRUE,FALSE,-0.536331570652174
"walkingdownstairs","17","t","body","acc","std","NA",FALSE,TRUE,0.0914076757326087
"walkingdownstairs","17","t","body","acc","std","NA",TRUE,TRUE,-0.206576683876087
"walkingdownstairs","17","t","body","gyro","mean","x",FALSE,FALSE,0.0677728390673913
"walkingdownstairs","17","t","body","gyro","mean","x",TRUE,FALSE,-0.1077700285
"walkingdownstairs","17","t","body","gyro","mean","y",FALSE,FALSE,-0.123517195928261
"walkingdownstairs","17","t","body","gyro","mean","y",TRUE,FALSE,-0.0381702367441304
"walkingdownstairs","17","t","body","gyro","mean","z",FALSE,FALSE,0.0162878745776087
"walkingdownstairs","17","t","body","gyro","mean","z",TRUE,FALSE,-0.0582518846641304
"walkingdownstairs","17","t","body","gyro","mean","NA",FALSE,TRUE,-0.232641763307609
"walkingdownstairs","17","t","body","gyro","mean","NA",TRUE,TRUE,-0.540325787826087
"walkingdownstairs","17","t","body","gyro","std","x",FALSE,FALSE,-0.370436868891304
"walkingdownstairs","17","t","body","gyro","std","x",TRUE,FALSE,-0.526801825217391
"walkingdownstairs","17","t","body","gyro","std","y",FALSE,FALSE,-0.459281989565217
"walkingdownstairs","17","t","body","gyro","std","y",TRUE,FALSE,-0.572144734130435
"walkingdownstairs","17","t","body","gyro","std","z",FALSE,FALSE,-0.468462984347826
"walkingdownstairs","17","t","body","gyro","std","z",TRUE,FALSE,-0.542770646521739
"walkingdownstairs","17","t","body","gyro","std","NA",FALSE,TRUE,-0.352687281086957
"walkingdownstairs","17","t","body","gyro","std","NA",TRUE,TRUE,-0.592319490869565
"walkingdownstairs","17","t","gravity","acc","mean","x",FALSE,FALSE,0.928817578043478
"walkingdownstairs","17","t","gravity","acc","mean","y",FALSE,FALSE,-0.151077057652174
"walkingdownstairs","17","t","gravity","acc","mean","z",FALSE,FALSE,-0.160962985956522
"walkingdownstairs","17","t","gravity","acc","mean","NA",FALSE,TRUE,0.148951103536087
"walkingdownstairs","17","t","gravity","acc","std","x",FALSE,FALSE,-0.950026242173913
"walkingdownstairs","17","t","gravity","acc","std","y",FALSE,FALSE,-0.946576675652174
"walkingdownstairs","17","t","gravity","acc","std","z",FALSE,FALSE,-0.901097766521739
"walkingdownstairs","17","t","gravity","acc","std","NA",FALSE,TRUE,0.0914076757326087
"walkingdownstairs","18","f","body","acc","mean","x",FALSE,FALSE,-0.350086793272727
"walkingdownstairs","18","f","body","acc","mean","x",TRUE,FALSE,-0.412728286727273
"walkingdownstairs","18","f","body","acc","mean","y",FALSE,FALSE,-0.309049613818182
"walkingdownstairs","18","f","body","acc","mean","y",TRUE,FALSE,-0.465982666363636
"walkingdownstairs","18","f","body","acc","mean","z",FALSE,FALSE,-0.505824358
"walkingdownstairs","18","f","body","acc","mean","z",TRUE,FALSE,-0.622135895090909
"walkingdownstairs","18","f","body","acc","mean","NA",FALSE,TRUE,-0.241973534781818
"walkingdownstairs","18","f","body","acc","mean","NA",TRUE,TRUE,-0.3833987134
"walkingdownstairs","18","f","body","acc","std","x",FALSE,FALSE,-0.285535871636364
"walkingdownstairs","18","f","body","acc","std","x",TRUE,FALSE,-0.416050500909091
"walkingdownstairs","18","f","body","acc","std","y",FALSE,FALSE,-0.273798158
"walkingdownstairs","18","f","body","acc","std","y",TRUE,FALSE,-0.464546054727273
"walkingdownstairs","18","f","body","acc","std","z",FALSE,FALSE,-0.418258649818182
"walkingdownstairs","18","f","body","acc","std","z",TRUE,FALSE,-0.678751080363636
"walkingdownstairs","18","f","body","acc","std","NA",FALSE,TRUE,-0.344299434181818
"walkingdownstairs","18","f","body","acc","std","NA",TRUE,TRUE,-0.386565072363636
"walkingdownstairs","18","f","body","gyro","mean","x",FALSE,FALSE,-0.489232274509091
"walkingdownstairs","18","f","body","gyro","mean","y",FALSE,FALSE,-0.641527595090909
"walkingdownstairs","18","f","body","gyro","mean","z",FALSE,FALSE,-0.447030699454545
"walkingdownstairs","18","f","body","gyro","mean","NA",FALSE,TRUE,-0.604735414363636
"walkingdownstairs","18","f","body","gyro","mean","NA",TRUE,TRUE,-0.744236045090909
"walkingdownstairs","18","f","body","gyro","std","x",FALSE,FALSE,-0.513947089545455
"walkingdownstairs","18","f","body","gyro","std","y",FALSE,FALSE,-0.607757979272727
"walkingdownstairs","18","f","body","gyro","std","z",FALSE,FALSE,-0.543996110545454
"walkingdownstairs","18","f","body","gyro","std","NA",FALSE,TRUE,-0.533844932145455
"walkingdownstairs","18","f","body","gyro","std","NA",TRUE,TRUE,-0.763430801654545
"walkingdownstairs","18","t","body","acc","mean","x",FALSE,FALSE,0.288439468909091
"walkingdownstairs","18","t","body","acc","mean","x",TRUE,FALSE,0.0809044045254545
"walkingdownstairs","18","t","body","acc","mean","y",FALSE,FALSE,-0.0168666920221818
"walkingdownstairs","18","t","body","acc","mean","y",TRUE,FALSE,-0.000757069449090909
"walkingdownstairs","18","t","body","acc","mean","z",FALSE,FALSE,-0.1033908092
"walkingdownstairs","18","t","body","acc","mean","z",TRUE,FALSE,-0.01417699182
"walkingdownstairs","18","t","body","acc","mean","NA",FALSE,TRUE,-0.293531973636364
"walkingdownstairs","18","t","body","acc","mean","NA",TRUE,TRUE,-0.466516044
"walkingdownstairs","18","t","body","acc","std","x",FALSE,FALSE,-0.302634565090909
"walkingdownstairs","18","t","body","acc","std","x",TRUE,FALSE,-0.387223932363636
"walkingdownstairs","18","t","body","acc","std","y",FALSE,FALSE,-0.254214045818182
"walkingdownstairs","18","t","body","acc","std","y",TRUE,FALSE,-0.447033872545455
"walkingdownstairs","18","t","body","acc","std","z",FALSE,FALSE,-0.418610127454545
"walkingdownstairs","18","t","body","acc","std","z",TRUE,FALSE,-0.651246664909091
"walkingdownstairs","18","t","body","acc","std","NA",FALSE,TRUE,-0.229934247036364
"walkingdownstairs","18","t","body","acc","std","NA",TRUE,TRUE,-0.3825173332
"walkingdownstairs","18","t","body","gyro","mean","x",FALSE,FALSE,-0.0576548655654545
"walkingdownstairs","18","t","body","gyro","mean","x",TRUE,FALSE,-0.0836566573181818
"walkingdownstairs","18","t","body","gyro","mean","y",FALSE,FALSE,-0.0636214336761818
"walkingdownstairs","18","t","body","gyro","mean","y",TRUE,FALSE,-0.0509120258890909
"walkingdownstairs","18","t","body","gyro","mean","z",FALSE,FALSE,0.0987471683127273
"walkingdownstairs","18","t","body","gyro","mean","z",TRUE,FALSE,-0.0570591813909091
"walkingdownstairs","18","t","body","gyro","mean","NA",FALSE,TRUE,-0.381022814727273
"walkingdownstairs","18","t","body","gyro","mean","NA",TRUE,TRUE,-0.701663073636364
"walkingdownstairs","18","t","body","gyro","std","x",FALSE,FALSE,-0.502473033509091
"walkingdownstairs","18","t","body","gyro","std","x",TRUE,FALSE,-0.676716181636364
"walkingdownstairs","18","t","body","gyro","std","y",FALSE,FALSE,-0.617230786
"walkingdownstairs","18","t","body","gyro","std","y",TRUE,FALSE,-0.752608622181818
"walkingdownstairs","18","t","body","gyro","std","z",FALSE,FALSE,-0.483658260727273
"walkingdownstairs","18","t","body","gyro","std","z",TRUE,FALSE,-0.605655411090909
"walkingdownstairs","18","t","body","gyro","std","NA",FALSE,TRUE,-0.507995478327273
"walkingdownstairs","18","t","body","gyro","std","NA",TRUE,TRUE,-0.744159518909091
"walkingdownstairs","18","t","gravity","acc","mean","x",FALSE,FALSE,0.932277478363636
"walkingdownstairs","18","t","gravity","acc","mean","y",FALSE,FALSE,-0.225809125454545
"walkingdownstairs","18","t","gravity","acc","mean","z",FALSE,FALSE,-0.0493636733454545
"walkingdownstairs","18","t","gravity","acc","mean","NA",FALSE,TRUE,-0.293531973636364
"walkingdownstairs","18","t","gravity","acc","std","x",FALSE,FALSE,-0.960404874545455
"walkingdownstairs","18","t","gravity","acc","std","y",FALSE,FALSE,-0.932962218181818
"walkingdownstairs","18","t","gravity","acc","std","z",FALSE,FALSE,-0.921661749636364
"walkingdownstairs","18","t","gravity","acc","std","NA",FALSE,TRUE,-0.229934247036364
"walkingdownstairs","19","f","body","acc","mean","x",FALSE,FALSE,0.537012022051282
"walkingdownstairs","19","f","body","acc","mean","x",TRUE,FALSE,0.474317256051282
"walkingdownstairs","19","f","body","acc","mean","y",FALSE,FALSE,0.494457802230769
"walkingdownstairs","19","f","body","acc","mean","y",TRUE,FALSE,0.276716853307692
"walkingdownstairs","19","f","body","acc","mean","z",FALSE,FALSE,0.110659220744872
"walkingdownstairs","19","f","body","acc","mean","z",TRUE,FALSE,0.0595905768717949
"walkingdownstairs","19","f","body","acc","mean","NA",FALSE,TRUE,0.586637550769231
"walkingdownstairs","19","f","body","acc","mean","NA",TRUE,TRUE,0.538404846128205
"walkingdownstairs","19","f","body","acc","std","x",FALSE,FALSE,0.658506543333333
"walkingdownstairs","19","f","body","acc","std","x",TRUE,FALSE,0.476803887476923
"walkingdownstairs","19","f","body","acc","std","y",FALSE,FALSE,0.427928785230769
"walkingdownstairs","19","f","body","acc","std","y",TRUE,FALSE,0.349771285415897
"walkingdownstairs","19","f","body","acc","std","z",FALSE,FALSE,-0.0783635041538461
"walkingdownstairs","19","f","body","acc","std","z",TRUE,FALSE,-0.0983930104846154
"walkingdownstairs","19","f","body","acc","std","NA",FALSE,TRUE,0.0828630624102564
"walkingdownstairs","19","f","body","acc","std","NA",TRUE,TRUE,0.316346415348718
"walkingdownstairs","19","f","body","gyro","mean","x",FALSE,FALSE,0.474962448333333
"walkingdownstairs","19","f","body","gyro","mean","y",FALSE,FALSE,0.147083143564103
"walkingdownstairs","19","f","body","gyro","mean","z",FALSE,FALSE,0.210673073192308
"walkingdownstairs","19","f","body","gyro","mean","NA",FALSE,TRUE,0.203979764835897
"walkingdownstairs","19","f","body","gyro","mean","NA",TRUE,TRUE,-0.0229045295641026
"walkingdownstairs","19","f","body","gyro","std","x",FALSE,FALSE,0.196613286661538
"walkingdownstairs","19","f","body","gyro","std","y",FALSE,FALSE,-0.028489571974359
"walkingdownstairs","19","f","body","gyro","std","z",FALSE,FALSE,-0.215892226769231
"walkingdownstairs","19","f","body","gyro","std","NA",FALSE,TRUE,0.0320366671179487
"walkingdownstairs","19","f","body","gyro","std","NA",TRUE,TRUE,-0.143254547512821
"walkingdownstairs","19","t","body","acc","mean","x",FALSE,FALSE,0.262688053871795
"walkingdownstairs","19","t","body","acc","mean","x",TRUE,FALSE,0.0730930306923077
"walkingdownstairs","19","t","body","acc","mean","y",FALSE,FALSE,-0.0145942275069487
"walkingdownstairs","19","t","body","acc","mean","y",TRUE,FALSE,-0.0386872111282051
"walkingdownstairs","19","t","body","acc","mean","z",FALSE,FALSE,-0.133695240660974
"walkingdownstairs","19","t","body","acc","mean","z",TRUE,FALSE,-0.00955202497435897
"walkingdownstairs","19","t","body","acc","mean","NA",FALSE,TRUE,0.644604325128205
"walkingdownstairs","19","t","body","acc","mean","NA",TRUE,TRUE,0.434490400974359
"walkingdownstairs","19","t","body","acc","std","x",FALSE,FALSE,0.626917070512821
"walkingdownstairs","19","t","body","acc","std","x",TRUE,FALSE,0.544273037307692
"walkingdownstairs","19","t","body","acc","std","y",FALSE,FALSE,0.514816445641026
"walkingdownstairs","19","t","body","acc","std","y",TRUE,FALSE,0.355306716915385
"walkingdownstairs","19","t","body","acc","std","z",FALSE,FALSE,0.049322451025641
"walkingdownstairs","19","t","body","acc","std","z",TRUE,FALSE,-0.0200111148717949
"walkingdownstairs","19","t","body","acc","std","NA",FALSE,TRUE,0.413472376589744
"walkingdownstairs","19","t","body","acc","std","NA",TRUE,TRUE,0.450612065720513
"walkingdownstairs","19","t","body","gyro","mean","x",FALSE,FALSE,-0.205775427307692
"walkingdownstairs","19","t","body","gyro","mean","x",TRUE,FALSE,-0.0337429578461538
"walkingdownstairs","19","t","body","gyro","mean","y",FALSE,FALSE,0.0274707556666667
"walkingdownstairs","19","t","body","gyro","mean","y",TRUE,FALSE,-0.0394612603358974
"walkingdownstairs","19","t","body","gyro","mean","z",FALSE,FALSE,0.163962510807692
"walkingdownstairs","19","t","body","gyro","mean","z",TRUE,FALSE,-0.0545565563487179
"walkingdownstairs","19","t","body","gyro","mean","NA",FALSE,TRUE,0.418004608615385
"walkingdownstairs","19","t","body","gyro","mean","NA",TRUE,TRUE,0.0875816618205128
"walkingdownstairs","19","t","body","gyro","std","x",FALSE,FALSE,0.267657219333333
"walkingdownstairs","19","t","body","gyro","std","x",TRUE,FALSE,0.179148649684615
"walkingdownstairs","19","t","body","gyro","std","y",FALSE,FALSE,0.0483147743589744
"walkingdownstairs","19","t","body","gyro","std","y",TRUE,FALSE,-0.0146299196923077
"walkingdownstairs","19","t","body","gyro","std","z",FALSE,FALSE,-0.0314083457948718
"walkingdownstairs","19","t","body","gyro","std","z",TRUE,FALSE,0.116646170221282
"walkingdownstairs","19","t","body","gyro","std","NA",FALSE,TRUE,0.237821231894872
"walkingdownstairs","19","t","body","gyro","std","NA",TRUE,TRUE,-0.0438985022538462
"walkingdownstairs","19","t","gravity","acc","mean","x",FALSE,FALSE,0.881940855128205
"walkingdownstairs","19","t","gravity","acc","mean","y",FALSE,FALSE,-0.215018042307692
"walkingdownstairs","19","t","gravity","acc","mean","z",FALSE,FALSE,-0.126146868942821
"walkingdownstairs","19","t","gravity","acc","mean","NA",FALSE,TRUE,0.644604325128205
"walkingdownstairs","19","t","gravity","acc","std","x",FALSE,FALSE,-0.899726139487179
"walkingdownstairs","19","t","gravity","acc","std","y",FALSE,FALSE,-0.917880864102564
"walkingdownstairs","19","t","gravity","acc","std","z",FALSE,FALSE,-0.899363131794872
"walkingdownstairs","19","t","gravity","acc","std","NA",FALSE,TRUE,0.413472376589744
"walkingdownstairs","2","f","body","acc","mean","x",FALSE,FALSE,0.112841160325532
"walkingdownstairs","2","f","body","acc","mean","x",TRUE,FALSE,0.138120681087234
"walkingdownstairs","2","f","body","acc","mean","y",FALSE,FALSE,0.278345041765957
"walkingdownstairs","2","f","body","acc","mean","y",TRUE,FALSE,0.0962091607617021
"walkingdownstairs","2","f","body","acc","mean","z",FALSE,FALSE,-0.131290772
"walkingdownstairs","2","f","body","acc","mean","z",TRUE,FALSE,-0.271498721106383
"walkingdownstairs","2","f","body","acc","mean","NA",FALSE,TRUE,0.293424826591489
"walkingdownstairs","2","f","body","acc","mean","NA",TRUE,TRUE,0.222247409576596
"walkingdownstairs","2","f","body","acc","std","x",FALSE,FALSE,0.0161046198595745
"walkingdownstairs","2","f","body","acc","std","x",TRUE,FALSE,0.0499590624829787
"walkingdownstairs","2","f","body","acc","std","y",FALSE,FALSE,0.171973972957447
"walkingdownstairs","2","f","body","acc","std","y",TRUE,FALSE,0.0808333491276596
"walkingdownstairs","2","f","body","acc","std","z",FALSE,FALSE,-0.162032894287234
"walkingdownstairs","2","f","body","acc","std","z",TRUE,FALSE,-0.408227423191489
"walkingdownstairs","2","f","body","acc","std","NA",FALSE,TRUE,-0.0214787881723404
"walkingdownstairs","2","f","body","acc","std","NA",TRUE,TRUE,0.227480732542553
"walkingdownstairs","2","f","body","gyro","mean","x",FALSE,FALSE,-0.145775970406383
"walkingdownstairs","2","f","body","gyro","mean","y",FALSE,FALSE,-0.361913824
"walkingdownstairs","2","f","body","gyro","mean","z",FALSE,FALSE,-0.0874944736085106
"walkingdownstairs","2","f","body","gyro","mean","NA",FALSE,TRUE,-0.320838543553191
"walkingdownstairs","2","f","body","gyro","mean","NA",TRUE,TRUE,-0.380175306489362
"walkingdownstairs","2","f","body","gyro","std","x",FALSE,FALSE,-0.379436674361702
"walkingdownstairs","2","f","body","gyro","std","y",FALSE,FALSE,-0.458732747446809
"walkingdownstairs","2","f","body","gyro","std","z",FALSE,FALSE,-0.422987665106383
"walkingdownstairs","2","f","body","gyro","std","NA",FALSE,TRUE,-0.372576755361702
"walkingdownstairs","2","f","body","gyro","std","NA",TRUE,TRUE,-0.343698985425532
"walkingdownstairs","2","t","body","acc","mean","x",FALSE,FALSE,0.27761534806383
"walkingdownstairs","2","t","body","acc","mean","x",TRUE,FALSE,0.110040615569574
"walkingdownstairs","2","t","body","acc","mean","y",FALSE,FALSE,-0.0226614158361702
"walkingdownstairs","2","t","body","acc","mean","y",TRUE,FALSE,-0.00327959081489362
"walkingdownstairs","2","t","body","acc","mean","z",FALSE,FALSE,-0.116812942382979
"walkingdownstairs","2","t","body","acc","mean","z",TRUE,FALSE,-0.0209351677765957
"walkingdownstairs","2","t","body","acc","mean","NA",FALSE,TRUE,0.0899511204978723
"walkingdownstairs","2","t","body","acc","mean","NA",TRUE,TRUE,0.00565516335106383
"walkingdownstairs","2","t","body","acc","std","x",FALSE,FALSE,0.0463666814446808
"walkingdownstairs","2","t","body","acc","std","x",TRUE,FALSE,0.147249143238298
"walkingdownstairs","2","t","body","acc","std","y",FALSE,FALSE,0.262881788951064
"walkingdownstairs","2","t","body","acc","std","y",TRUE,FALSE,0.126828014557447
"walkingdownstairs","2","t","body","acc","std","z",FALSE,FALSE,-0.10283790806383
"walkingdownstairs","2","t","body","acc","std","z",TRUE,FALSE,-0.340122023191489
"walkingdownstairs","2","t","body","acc","std","NA",FALSE,TRUE,0.215586334889362
"walkingdownstairs","2","t","body","acc","std","NA",TRUE,TRUE,0.22961718512766
"walkingdownstairs","2","t","body","gyro","mean","x",FALSE,FALSE,-0.11594735287234
"walkingdownstairs","2","t","body","gyro","mean","x",TRUE,FALSE,-0.0581038498510638
"walkingdownstairs","2","t","body","gyro","mean","y",FALSE,FALSE,-0.00482329231914894
"walkingdownstairs","2","t","body","gyro","mean","y",TRUE,FALSE,-0.0421470257531915
"walkingdownstairs","2","t","body","gyro","mean","z",FALSE,FALSE,0.097173808906383
"walkingdownstairs","2","t","body","gyro","mean","z",TRUE,FALSE,-0.0710229816893617
"walkingdownstairs","2","t","body","gyro","mean","NA",FALSE,TRUE,-0.162188586930426
"walkingdownstairs","2","t","body","gyro","mean","NA",TRUE,TRUE,-0.410872671489362
"walkingdownstairs","2","t","body","gyro","std","x",FALSE,FALSE,-0.320789230008511
"walkingdownstairs","2","t","body","gyro","std","x",TRUE,FALSE,-0.243940592553192
"walkingdownstairs","2","t","body","gyro","std","y",FALSE,FALSE,-0.415739144893617
"walkingdownstairs","2","t","body","gyro","std","y",TRUE,FALSE,-0.469396701106383
"walkingdownstairs","2","t","body","gyro","std","z",FALSE,FALSE,-0.279418388042553
"walkingdownstairs","2","t","body","gyro","std","z",TRUE,FALSE,-0.218266318606383
"walkingdownstairs","2","t","body","gyro","std","NA",FALSE,TRUE,-0.274844110531915
"walkingdownstairs","2","t","body","gyro","std","NA",TRUE,TRUE,-0.343187875404255
"walkingdownstairs","2","t","gravity","acc","mean","x",FALSE,FALSE,0.861831345531915
"walkingdownstairs","2","t","gravity","acc","mean","y",FALSE,FALSE,-0.325780100638298
"walkingdownstairs","2","t","gravity","acc","mean","z",FALSE,FALSE,-0.0438890162723404
"walkingdownstairs","2","t","gravity","acc","mean","NA",FALSE,TRUE,0.0899511204978723
"walkingdownstairs","2","t","gravity","acc","std","x",FALSE,FALSE,-0.940361759574468
"walkingdownstairs","2","t","gravity","acc","std","y",FALSE,FALSE,-0.940068525531915
"walkingdownstairs","2","t","gravity","acc","std","z",FALSE,FALSE,-0.931438313191489
"walkingdownstairs","2","t","gravity","acc","std","NA",FALSE,TRUE,0.215586334889362
"walkingdownstairs","20","f","body","acc","mean","x",FALSE,FALSE,-0.0343309987555556
"walkingdownstairs","20","f","body","acc","mean","x",TRUE,FALSE,-0.199360430553978
"walkingdownstairs","20","f","body","acc","mean","y",FALSE,FALSE,0.524187686888889
"walkingdownstairs","20","f","body","acc","mean","y",TRUE,FALSE,0.20582901724
"walkingdownstairs","20","f","body","acc","mean","z",FALSE,FALSE,-0.188098811986667
"walkingdownstairs","20","f","body","acc","mean","z",TRUE,FALSE,-0.356220245355556
"walkingdownstairs","20","f","body","acc","mean","NA",FALSE,TRUE,0.151887747217778
"walkingdownstairs","20","f","body","acc","mean","NA",TRUE,TRUE,0.0137917152644444
"walkingdownstairs","20","f","body","acc","std","x",FALSE,FALSE,0.113033424261778
"walkingdownstairs","20","f","body","acc","std","x",TRUE,FALSE,-0.147278592755556
"walkingdownstairs","20","f","body","acc","std","y",FALSE,FALSE,0.560191344
"walkingdownstairs","20","f","body","acc","std","y",TRUE,FALSE,0.293119526444444
"walkingdownstairs","20","f","body","acc","std","z",FALSE,FALSE,-0.213916756933333
"walkingdownstairs","20","f","body","acc","std","z",TRUE,FALSE,-0.405294896466667
"walkingdownstairs","20","f","body","acc","std","NA",FALSE,TRUE,0.000242174637777778
"walkingdownstairs","20","f","body","acc","std","NA",TRUE,TRUE,0.0790379799133333
"walkingdownstairs","20","f","body","gyro","mean","x",FALSE,FALSE,-0.0629572600911111
"walkingdownstairs","20","f","body","gyro","mean","y",FALSE,FALSE,-0.138097945555556
"walkingdownstairs","20","f","body","gyro","mean","z",FALSE,FALSE,0.257037841093333
"walkingdownstairs","20","f","body","gyro","mean","NA",FALSE,TRUE,-0.100566103524444
"walkingdownstairs","20","f","body","gyro","mean","NA",TRUE,TRUE,-0.311668472555556
"walkingdownstairs","20","f","body","gyro","std","x",FALSE,FALSE,-0.253365630644444
"walkingdownstairs","20","f","body","gyro","std","y",FALSE,FALSE,-0.159961424355556
"walkingdownstairs","20","f","body","gyro","std","z",FALSE,FALSE,0.0183050845333333
"walkingdownstairs","20","f","body","gyro","std","NA",FALSE,TRUE,-0.151681987177778
"walkingdownstairs","20","f","body","gyro","std","NA",TRUE,TRUE,-0.281657285946667
"walkingdownstairs","20","t","body","acc","mean","x",FALSE,FALSE,0.296144421355556
"walkingdownstairs","20","t","body","acc","mean","x",TRUE,FALSE,0.0695031058
"walkingdownstairs","20","t","body","acc","mean","y",FALSE,FALSE,-0.00964120773155556
"walkingdownstairs","20","t","body","acc","mean","y",TRUE,FALSE,0.00436449644888889
"walkingdownstairs","20","t","body","acc","mean","z",FALSE,FALSE,-0.104602925937778
"walkingdownstairs","20","t","body","acc","mean","z",TRUE,FALSE,-0.00253482149777778
"walkingdownstairs","20","t","body","acc","mean","NA",FALSE,TRUE,0.221851587933333
"walkingdownstairs","20","t","body","acc","mean","NA",TRUE,TRUE,-0.0612699838466667
"walkingdownstairs","20","t","body","acc","std","x",FALSE,FALSE,0.0745098785288889
"walkingdownstairs","20","t","body","acc","std","x",TRUE,FALSE,-0.135699627468889
"walkingdownstairs","20","t","body","acc","std","y",FALSE,FALSE,0.616937015333333
"walkingdownstairs","20","t","body","acc","std","y",TRUE,FALSE,0.289670966711111
"walkingdownstairs","20","t","body","acc","std","z",FALSE,FALSE,-0.160938536488889
"walkingdownstairs","20","t","body","acc","std","z",TRUE,FALSE,-0.381503405466667
"walkingdownstairs","20","t","body","acc","std","NA",FALSE,TRUE,0.172636361444444
"walkingdownstairs","20","t","body","acc","std","NA",TRUE,TRUE,0.0467185842571111
"walkingdownstairs","20","t","body","gyro","mean","x",FALSE,FALSE,-0.111367747557778
"walkingdownstairs","20","t","body","gyro","mean","x",TRUE,FALSE,-0.0452503065777778
"walkingdownstairs","20","t","body","gyro","mean","y",FALSE,FALSE,0.0139023395111111
"walkingdownstairs","20","t","body","gyro","mean","y",TRUE,FALSE,-0.0577371504488889
"walkingdownstairs","20","t","body","gyro","mean","z",FALSE,FALSE,0.103900480541333
"walkingdownstairs","20","t","body","gyro","mean","z",TRUE,FALSE,-0.061531283
